q101 AP880212-0047 WSJ880125-0124
q101 AP880330-0014 WSJ880125-0124 AP880212-0047
q101 WSJ880420-0116 WSJ880125-0124 AP880212-0047 AP880330-0014
q101 AP880513-0046 WSJ880125-0124 AP880212-0047 AP880330-0014 WSJ880420-0116
q108 AP900326-0206 AP900323-0002 AP900323-0204 AP900323-0215 AP900324-0007 AP900326-0204
q108 AP900326-0265 AP900323-0204 AP900323-0215 AP900324-0007 AP900326-0204 AP900326-0206
q108 AP900327-0049 AP900323-0215 AP900324-0007 AP900326-0204 AP900326-0206 AP900326-0265
q108 AP900327-0053 AP900324-0007 AP900326-0204 AP900326-0206 AP900326-0265 AP900327-0049
q108 AP900327-0141 AP900326-0204 AP900326-0206 AP900326-0265 AP900327-0049 AP900327-0053
q108 AP900327-0233 AP900326-0265 AP900327-0049 AP900327-0053 AP900327-0141 AP900327-0231
q108 AP900327-0249 AP900327-0049 AP900327-0053 AP900327-0141 AP900327-0231 AP900327-0233
q108 AP900328-0209 AP900327-0141 AP900327-0231 AP900327-0233 AP900327-0249 AP900328-0007
q108 AP900331-0011 AP900327-0231 AP900327-0233 AP900327-0249 AP900328-0007 AP900328-0209
q108 AP900331-0038 AP900327-0233 AP900327-0249 AP900328-0007 AP900328-0209 AP900331-0011
q108 AP900331-0098 AP900327-0249 AP900328-0007 AP900328-0209 AP900331-0011 AP900331-0038
q108 WSJ900402-0074 AP900328-0007 AP900328-0209 AP900331-0011 AP900331-0038 AP900331-0098
q108 WSJ900403-0149 AP900328-0209 AP900331-0011 AP900331-0038 AP900331-0098 WSJ900402-0074
q108 AP900403-0242 AP900331-0011 AP900331-0038 AP900331-0098 WSJ900402-0074 WSJ900403-0149
q108 AP900403-0245 AP900331-0038 AP900331-0098 WSJ900402-0074 WSJ900403-0149 AP900403-0242
q108 AP900403-0252 AP900331-0098 WSJ900402-0074 WSJ900403-0149 AP900403-0242 AP900403-0245
q108 AP900404-0229 AP900403-0242 AP900403-0245 AP900403-0252 AP900403-0254 AP900403-0256
q108 AP900405-0185 AP900403-0245 AP900403-0252 AP900403-0254 AP900403-0256 AP900404-0229
q108 AP900405-0186 AP900403-0252 AP900403-0254 AP900403-0256 AP900404-0229 AP900405-0185
q108 AP900405-0259 AP900403-0254 AP900403-0256 AP900404-0229 AP900405-0185 AP900405-0186
q108 WSJ900406-0046 AP900403-0256 AP900404-0229 AP900405-0185 AP900405-0186 AP900405-0259
q108 AP900406-0216 AP900405-0259 WSJ900406-0046 AP900406-0048 AP900406-0101 AP900406-0214
q108 AP900407-0014 WSJ900406-0046 AP900406-0048 AP900406-0101 AP900406-0214 AP900406-0216
q108 AP900407-0036 AP900406-0048 AP900406-0101 AP900406-0214 AP900406-0216 AP900407-0014
q108 AP900407-0071 AP900406-0101 AP900406-0214 AP900406-0216 AP900407-0014 AP900407-0036
q108 WSJ900409-0035 AP900406-0214 AP900406-0216 AP900407-0014 AP900407-0036 AP900407-0071
q108 AP900409-0216 AP900406-0216 AP900407-0014 AP900407-0036 AP900407-0071 WSJ900409-0035
q108 AP900410-0094 AP900407-0014 AP900407-0036 AP900407-0071 WSJ900409-0035 AP900409-0216
q108 WSJ900410-0095 AP900407-0036 AP900407-0071 WSJ900409-0035 AP900409-0216 AP900410-0094
q108 WSJ900411-0125 AP900407-0071 WSJ900409-0035 AP900409-0216 AP900410-0094 WSJ900410-0095
q108 WSJ900413-0066 WSJ900409-0035 AP900409-0216 AP900410-0094 WSJ900410-0095 WSJ900411-0125
q108 AP900413-0135 AP900409-0216 AP900410-0094 WSJ900410-0095 WSJ900411-0125 WSJ900413-0066
q108 AP900416-0019 WSJ900411-0125 WSJ900413-0066 AP900413-0135 AP900413-0245 AP900413-0252
q108 AP900417-0048 AP900413-0135 AP900413-0245 AP900413-0252 AP900416-0019 AP900416-0208
q108 WSJ900419-0007 AP900413-0245 AP900413-0252 AP900416-0019 AP900416-0208 AP900417-0048
q108 AP900419-0022 AP900413-0252 AP900416-0019 AP900416-0208 AP900417-0048 WSJ900419-0007
q108 AP900419-0134 AP900416-0019 AP900416-0208 AP900417-0048 WSJ900419-0007 AP900419-0022
q108 AP900419-0164 AP900416-0208 AP900417-0048 WSJ900419-0007 AP900419-0022 AP900419-0134
q108 AP900421-0141 WSJ900419-0007 AP900419-0022 AP900419-0134 AP900419-0164 AP900419-0192
q108 WSJ900423-0060 AP900419-0022 AP900419-0134 AP900419-0164 AP900419-0192 AP900421-0141
q108 WSJ900424-0101 AP900419-0134 AP900419-0164 AP900419-0192 AP900421-0141 WSJ900423-0060
q108 AP900424-0191 AP900419-0164 AP900419-0192 AP900421-0141 WSJ900423-0060 WSJ900424-0101
q108 AP900425-0115 AP900419-0192 AP900421-0141 WSJ900423-0060 WSJ900424-0101 AP900424-0191
q108 AP900425-0293 AP900421-0141 WSJ900423-0060 WSJ900424-0101 AP900424-0191 AP900425-0115
q108 WSJ900426-0093 WSJ900423-0060 WSJ900424-0101 AP900424-0191 AP900425-0115 AP900425-0293
q108 AP900427-0134 AP900424-0191 AP900425-0115 AP900425-0293 WSJ900426-0093 AP900426-0118
q108 AP900428-0012 AP900425-0115 AP900425-0293 WSJ900426-0093 AP900426-0118 AP900427-0134
q108 WSJ900430-0090 AP900425-0293 WSJ900426-0093 AP900426-0118 AP900427-0134 AP900428-0012
q108 AP900501-0238 WSJ900426-0093 AP900426-0118 AP900427-0134 AP900428-0012 WSJ900430-0090
q108 AP900501-0245 AP900426-0118 AP900427-0134 AP900428-0012 WSJ900430-0090 AP900501-0238
q108 AP900514-0263 AP900427-0134 AP900428-0012 WSJ900430-0090 AP900501-0238 AP900501-0245
q108 AP900521-0226 AP900428-0012 WSJ900430-0090 AP900501-0238 AP900501-0245 AP900514-0263
q108 AP900522-0023 WSJ900430-0090 AP900501-0238 AP900501-0245 AP900514-0263 AP900521-0226
q108 WSJ900522-0092 AP900501-0238 AP900501-0245 AP900514-0263 AP900521-0226 AP900522-0023
q108 AP900522-0229 AP900501-0245 AP900514-0263 AP900521-0226 AP900522-0023 WSJ900522-0092
q108 AP900522-0230 AP900514-0263 AP900521-0226 AP900522-0023 WSJ900522-0092 AP900522-0229
q108 WSJ900523-0135 AP900521-0226 AP900522-0023 WSJ900522-0092 AP900522-0229 AP900522-0230
q108 AP900523-0218 AP900522-0023 WSJ900522-0092 AP900522-0229 AP900522-0230 WSJ900523-0135
q108 AP900523-0242 AP900522-0229 AP900522-0230 WSJ900523-0135 AP900523-0218 AP900523-0219
q108 AP900524-0238 AP900522-0230 WSJ900523-0135 AP900523-0218 AP900523-0219 AP900523-0242
q108 WSJ900529-0008 WSJ900523-0135 AP900523-0218 AP900523-0219 AP900523-0242 AP900524-0238
q108 AP900606-0284 AP900523-0218 AP900523-0219 AP900523-0242 AP900524-0238 WSJ900529-0008
q108 AP900608-0181 AP900523-0219 AP900523-0242 AP900524-0238 WSJ900529-0008 AP900606-0284
q108 AP900608-0226 AP900523-0242 AP900524-0238 WSJ900529-0008 AP900606-0284 AP900608-0181
q108 AP900608-0232 AP900524-0238 WSJ900529-0008 AP900606-0284 AP900608-0181 AP900608-0226
q108 AP900608-0242 WSJ900529-0008 AP900606-0284 AP900608-0181 AP900608-0226 AP900608-0232
q108 AP900612-0023 AP900606-0284 AP900608-0181 AP900608-0226 AP900608-0232 AP900608-0242
q108 AP900613-0274 AP900608-0181 AP900608-0226 AP900608-0232 AP900608-0242 AP900612-0023
q108 WSJ900614-0113 AP900608-0232 AP900608-0242 AP900612-0023 AP900613-0274 AP900614-0076
q108 AP900615-0193 AP900613-0274 AP900614-0076 WSJ900614-0113 AP900614-0259 AP900615-0038
q108 AP900616-0037 AP900614-0076 WSJ900614-0113 AP900614-0259 AP900615-0038 AP900615-0193
q108 WSJ900618-0006 WSJ900614-0113 AP900614-0259 AP900615-0038 AP900615-0193 AP900616-0037
q108 WSJ900618-0076 AP900614-0259 AP900615-0038 AP900615-0193 AP900616-0037 WSJ900618-0006
q108 AP900618-0249 AP900615-0038 AP900615-0193 AP900616-0037 WSJ900618-0006 WSJ900618-0076
q108 WSJ900619-0008 AP900615-0193 AP900616-0037 WSJ900618-0006 WSJ900618-0076 AP900618-0249
q108 AP900621-0240 AP900616-0037 WSJ900618-0006 WSJ900618-0076 AP900618-0249 WSJ900619-0008
q108 AP900621-0269 WSJ900618-0006 WSJ900618-0076 AP900618-0249 WSJ900619-0008 AP900621-0240
q108 WSJ900622-0129 WSJ900618-0076 AP900618-0249 WSJ900619-0008 AP900621-0240 AP900621-0269
q108 AP900624-0066 AP900618-0249 WSJ900619-0008 AP900621-0240 AP900621-0269 WSJ900622-0129
q108 AP900625-0066 WSJ900619-0008 AP900621-0240 AP900621-0269 WSJ900622-0129 AP900624-0066
q108 AP900625-0266 AP900621-0240 AP900621-0269 WSJ900622-0129 AP900624-0066 AP900625-0066
q108 AP900626-0218 WSJ900622-0129 AP900624-0066 AP900625-0066 AP900625-0266 AP900625-0282
q108 AP900626-0237 AP900624-0066 AP900625-0066 AP900625-0266 AP900625-0282 AP900626-0218
q108 AP900626-0242 AP900625-0066 AP900625-0266 AP900625-0282 AP900626-0218 AP900626-0237
q108 AP900626-0249 AP900625-0266 AP900625-0282 AP900626-0218 AP900626-0237 AP900626-0242
q108 AP900627-0072 AP900625-0282 AP900626-0218 AP900626-0237 AP900626-0242 AP900626-0249
q108 AP900627-0225 AP900626-0218 AP900626-0237 AP900626-0242 AP900626-0249 AP900627-0072
q108 AP900628-0098 AP900626-0237 AP900626-0242 AP900626-0249 AP900627-0072 AP900627-0225
q108 AP900628-0117 AP900626-0249 AP900627-0072 AP900627-0225 AP900628-0098 AP900628-0116
q108 AP900628-0210 AP900627-0072 AP900627-0225 AP900628-0098 AP900628-0116 AP900628-0117
q108 AP900628-0248 AP900628-0098 AP900628-0116 AP900628-0117 AP900628-0210 AP900628-0221
q108 WSJ900629-0001 AP900628-0116 AP900628-0117 AP900628-0210 AP900628-0221 AP900628-0248
q108 AP900630-0171 AP900628-0117 AP900628-0210 AP900628-0221 AP900628-0248 WSJ900629-0001
q108 AP900702-0086 AP900628-0210 AP900628-0221 AP900628-0248 WSJ900629-0001 AP900630-0171
q108 WSJ900702-0106 AP900628-0221 AP900628-0248 WSJ900629-0001 AP900630-0171 AP900702-0086
q108 AP900703-0001 AP900628-0248 WSJ900629-0001 AP900630-0171 AP900702-0086 WSJ900702-0106
q108 WSJ900703-0043 WSJ900629-0001 AP900630-0171 AP900702-0086 WSJ900702-0106 AP900703-0001
q108 AP900704-0158 AP900630-0171 AP900702-0086 WSJ900702-0106 AP900703-0001 WSJ900703-0043
q108 AP900704-0164 AP900702-0086 WSJ900702-0106 AP900703-0001 WSJ900703-0043 AP900704-0158
q108 AP900706-0023 WSJ900702-0106 AP900703-0001 WSJ900703-0043 AP900704-0158 AP900704-0164
q108 AP900706-0227 AP900703-0001 WSJ900703-0043 AP900704-0158 AP900704-0164 AP900706-0023
q108 AP900707-0012 WSJ900703-0043 AP900704-0158 AP900704-0164 AP900706-0023 AP900706-0227
q108 AP900708-0026 AP900704-0158 AP900704-0164 AP900706-0023 AP900706-0227 AP900707-0012
q108 AP900709-0021 AP900704-0164 AP900706-0023 AP900706-0227 AP900707-0012 AP900708-0026
q108 WSJ900709-0022 AP900706-0023 AP900706-0227 AP900707-0012 AP900708-0026 AP900709-0021
q108 AP900710-0003 AP900706-0227 AP900707-0012 AP900708-0026 AP900709-0021 WSJ900709-0022
q108 AP900710-0247 AP900707-0012 AP900708-0026 AP900709-0021 WSJ900709-0022 AP900710-0003
q108 AP900711-0039 AP900708-0026 AP900709-0021 WSJ900709-0022 AP900710-0003 AP900710-0247
q108 AP900723-0244 AP900709-0021 WSJ900709-0022 AP900710-0003 AP900710-0247 AP900711-0039
q108 AP900729-0040 WSJ900709-0022 AP900710-0003 AP900710-0247 AP900711-0039 AP900723-0244
q108 AP900731-0217 AP900710-0003 AP900710-0247 AP900711-0039 AP900723-0244 AP900729-0040
q108 AP900802-0047 AP900710-0247 AP900711-0039 AP900723-0244 AP900729-0040 AP900731-0217
q108 WSJ900803-0129 AP900711-0039 AP900723-0244 AP900729-0040 AP900731-0217 AP900802-0047
q108 AP900809-0021 AP900723-0244 AP900729-0040 AP900731-0217 AP900802-0047 WSJ900803-0129
q108 AP900816-0179 AP900729-0040 AP900731-0217 AP900802-0047 WSJ900803-0129 AP900809-0021
q108 AP900820-0023 AP900731-0217 AP900802-0047 WSJ900803-0129 AP900809-0021 AP900816-0179
q108 WSJ900824-0090 AP900802-0047 WSJ900803-0129 AP900809-0021 AP900816-0179 AP900820-0023
q108 AP900909-0066 WSJ900803-0129 AP900809-0021 AP900816-0179 AP900820-0023 WSJ900824-0090
q108 WSJ900918-0127 AP900809-0021 AP900816-0179 AP900820-0023 WSJ900824-0090 AP900909-0066
q108 AP901005-0118 AP900816-0179 AP900820-0023 WSJ900824-0090 AP900909-0066 WSJ900918-0127
q108 AP901016-0023 AP900820-0023 WSJ900824-0090 AP900909-0066 WSJ900918-0127 AP901005-0118
q108 AP901102-0143 WSJ900824-0090 AP900909-0066 WSJ900918-0127 AP901005-0118 AP901016-0023
q108 AP901107-0157 AP900909-0066 WSJ900918-0127 AP901005-0118 AP901016-0023 AP901102-0143
q108 AP901112-0214 WSJ900918-0127 AP901005-0118 AP901016-0023 AP901102-0143 AP901107-0157
q108 AP901127-0120 AP901005-0118 AP901016-0023 AP901102-0143 AP901107-0157 AP901112-0214
q108 AP901129-0214 AP901102-0143 AP901107-0157 AP901112-0214 AP901127-0120 AP901128-0017
q108 AP901129-0215 AP901107-0157 AP901112-0214 AP901127-0120 AP901128-0017 AP901129-0214
q108 AP901130-0051 AP901112-0214 AP901127-0120 AP901128-0017 AP901129-0214 AP901129-0215
q108 AP901202-0048 AP901127-0120 AP901128-0017 AP901129-0214 AP901129-0215 AP901130-0051
q108 AP901203-0116 AP901128-0017 AP901129-0214 AP901129-0215 AP901130-0051 AP901202-0048
q108 AP901203-0241 AP901129-0214 AP901129-0215 AP901130-0051 AP901202-0048 AP901203-0116
q108 AP901204-0194 AP901129-0215 AP901130-0051 AP901202-0048 AP901203-0116 AP901203-0241
q108 AP901206-0153 AP901130-0051 AP901202-0048 AP901203-0116 AP901203-0241 AP901204-0194
q108 AP901213-0256 AP901203-0241 AP901204-0194 AP901206-0153 AP901206-0242 AP901212-0074
q108 AP901222-0009 AP901204-0194 AP901206-0153 AP901206-0242 AP901212-0074 AP901213-0256
q108 WSJ901224-0046 AP901206-0153 AP901206-0242 AP901212-0074 AP901213-0256 AP901222-0009
q108 AP901228-0182 AP901206-0242 AP901212-0074 AP901213-0256 AP901222-0009 WSJ901224-0046
q112 WSJ880128-0040 WSJ880126-0007
q112 WSJ880212-0144 WSJ880126-0007 WSJ880128-0040
q112 WSJ880307-0067 WSJ880126-0007 WSJ880128-0040 WSJ880212-0144
q112 WSJ880308-0020 WSJ880126-0007 WSJ880128-0040 WSJ880212-0144 WSJ880307-0067
q112 WSJ880318-0115 WSJ880126-0007 WSJ880128-0040 WSJ880212-0144 WSJ880307-0067 WSJ880308-0020
q112 WSJ880325-0037 WSJ880128-0040 WSJ880212-0144 WSJ880307-0067 WSJ880308-0020 WSJ880318-0115
q112 WSJ880411-0049 WSJ880212-0144 WSJ880307-0067 WSJ880308-0020 WSJ880318-0115 WSJ880325-0037
q112 WSJ880419-0153 WSJ880307-0067 WSJ880308-0020 WSJ880318-0115 WSJ880325-0037 WSJ880411-0049
q112 WSJ880422-0134 WSJ880308-0020 WSJ880318-0115 WSJ880325-0037 WSJ880411-0049 WSJ880419-0153
q112 WSJ880425-0075 WSJ880318-0115 WSJ880325-0037 WSJ880411-0049 WSJ880419-0153 WSJ880422-0134
q112 WSJ880505-0011 WSJ880325-0037 WSJ880411-0049 WSJ880419-0153 WSJ880422-0134 WSJ880425-0075
q112 WSJ880509-0139 WSJ880411-0049 WSJ880419-0153 WSJ880422-0134 WSJ880425-0075 WSJ880505-0011
q112 WSJ880517-0046 WSJ880419-0153 WSJ880422-0134 WSJ880425-0075 WSJ880505-0011 WSJ880509-0139
q112 AP880525-0343 WSJ880422-0134 WSJ880425-0075 WSJ880505-0011 WSJ880509-0139 WSJ880517-0046
q112 WSJ880531-0048 WSJ880425-0075 WSJ880505-0011 WSJ880509-0139 WSJ880517-0046 AP880525-0343
q112 WSJ880531-0153 WSJ880505-0011 WSJ880509-0139 WSJ880517-0046 AP880525-0343 WSJ880531-0048
q112 WSJ880610-0110 WSJ880509-0139 WSJ880517-0046 AP880525-0343 WSJ880531-0048 WSJ880531-0153
q112 WSJ880617-0173 WSJ880517-0046 AP880525-0343 WSJ880531-0048 WSJ880531-0153 WSJ880610-0110
q112 AP880617-0176 AP880525-0343 WSJ880531-0048 WSJ880531-0153 WSJ880610-0110 WSJ880617-0173
q112 WSJ880622-0104 WSJ880531-0048 WSJ880531-0153 WSJ880610-0110 WSJ880617-0173 AP880617-0176
q112 AP880712-0252 WSJ880531-0153 WSJ880610-0110 WSJ880617-0173 AP880617-0176 WSJ880622-0104
q112 WSJ880713-0180 WSJ880610-0110 WSJ880617-0173 AP880617-0176 WSJ880622-0104 AP880712-0252
q112 WSJ880715-0003 WSJ880617-0173 AP880617-0176 WSJ880622-0104 AP880712-0252 WSJ880713-0180
q112 WSJ880728-0173 AP880617-0176 WSJ880622-0104 AP880712-0252 WSJ880713-0180 WSJ880715-0003
q112 WSJ880808-0057 WSJ880622-0104 AP880712-0252 WSJ880713-0180 WSJ880715-0003 WSJ880728-0173
q112 WSJ880808-0100 AP880712-0252 WSJ880713-0180 WSJ880715-0003 WSJ880728-0173 WSJ880808-0057
q112 WSJ880808-0108 WSJ880713-0180 WSJ880715-0003 WSJ880728-0173 WSJ880808-0057 WSJ880808-0100
q112 WSJ880817-0026 WSJ880715-0003 WSJ880728-0173 WSJ880808-0057 WSJ880808-0100 WSJ880808-0108
q112 WSJ880822-0026 WSJ880728-0173 WSJ880808-0057 WSJ880808-0100 WSJ880808-0108 WSJ880817-0026
q112 WSJ880822-0108 WSJ880808-0057 WSJ880808-0100 WSJ880808-0108 WSJ880817-0026 WSJ880822-0026
q112 WSJ880824-0087 WSJ880808-0100 WSJ880808-0108 WSJ880817-0026 WSJ880822-0026 WSJ880822-0108
q112 WSJ880901-0121 WSJ880808-0108 WSJ880817-0026 WSJ880822-0026 WSJ880822-0108 WSJ880824-0087
q112 WSJ880906-0127 WSJ880817-0026 WSJ880822-0026 WSJ880822-0108 WSJ880824-0087 WSJ880901-0121
q112 WSJ880907-0046 WSJ880822-0026 WSJ880822-0108 WSJ880824-0087 WSJ880901-0121 WSJ880906-0127
q112 WSJ880907-0049 WSJ880822-0108 WSJ880824-0087 WSJ880901-0121 WSJ880906-0127 WSJ880907-0046
q112 AP880908-0266 WSJ880824-0087 WSJ880901-0121 WSJ880906-0127 WSJ880907-0046 WSJ880907-0049
q112 WSJ880915-0023 WSJ880901-0121 WSJ880906-0127 WSJ880907-0046 WSJ880907-0049 AP880908-0266
q112 WSJ880915-0074 WSJ880906-0127 WSJ880907-0046 WSJ880907-0049 AP880908-0266 WSJ880915-0023
q112 AP880915-0227 WSJ880907-0046 WSJ880907-0049 AP880908-0266 WSJ880915-0023 WSJ880915-0074
q112 WSJ880919-0153 WSJ880907-0049 AP880908-0266 WSJ880915-0023 WSJ880915-0074 AP880915-0227
q112 WSJ880926-0065 AP880908-0266 WSJ880915-0023 WSJ880915-0074 AP880915-0227 WSJ880919-0153
q112 WSJ880928-0083 WSJ880915-0023 WSJ880915-0074 AP880915-0227 WSJ880919-0153 WSJ880926-0065
q112 WSJ881003-0065 WSJ880915-0074 AP880915-0227 WSJ880919-0153 WSJ880926-0065 WSJ880928-0083
q112 WSJ881004-0047 AP880915-0227 WSJ880919-0153 WSJ880926-0065 WSJ880928-0083 WSJ881003-0065
q112 WSJ881007-0085 WSJ880919-0153 WSJ880926-0065 WSJ880928-0083 WSJ881003-0065 WSJ881004-0047
q112 WSJ881010-0137 WSJ880926-0065 WSJ880928-0083 WSJ881003-0065 WSJ881004-0047 WSJ881007-0085
q112 WSJ881011-0018 WSJ880928-0083 WSJ881003-0065 WSJ881004-0047 WSJ881007-0085 WSJ881010-0137
q112 WSJ881012-0024 WSJ881003-0065 WSJ881004-0047 WSJ881007-0085 WSJ881010-0137 WSJ881011-0018
q112 WSJ881012-0082 WSJ881004-0047 WSJ881007-0085 WSJ881010-0137 WSJ881011-0018 WSJ881012-0024
q112 WSJ881017-0125 WSJ881007-0085 WSJ881010-0137 WSJ881011-0018 WSJ881012-0024 WSJ881012-0082
q112 WSJ881024-0106 WSJ881010-0137 WSJ881011-0018 WSJ881012-0024 WSJ881012-0082 WSJ881017-0125
q112 WSJ881027-0134 WSJ881011-0018 WSJ881012-0024 WSJ881012-0082 WSJ881017-0125 WSJ881024-0106
q112 WSJ881031-0012 WSJ881012-0024 WSJ881012-0082 WSJ881017-0125 WSJ881024-0106 WSJ881027-0134
q112 WSJ881101-0080 WSJ881012-0082 WSJ881017-0125 WSJ881024-0106 WSJ881027-0134 WSJ881031-0012
q112 WSJ881110-0004 WSJ881017-0125 WSJ881024-0106 WSJ881027-0134 WSJ881031-0012 WSJ881101-0080
q112 WSJ881114-0041 WSJ881024-0106 WSJ881027-0134 WSJ881031-0012 WSJ881101-0080 WSJ881110-0004
q112 WSJ881115-0096 WSJ881027-0134 WSJ881031-0012 WSJ881101-0080 WSJ881110-0004 WSJ881114-0041
q112 AP881115-0230 WSJ881031-0012 WSJ881101-0080 WSJ881110-0004 WSJ881114-0041 WSJ881115-0096
q112 WSJ881116-0164 WSJ881101-0080 WSJ881110-0004 WSJ881114-0041 WSJ881115-0096 AP881115-0230
q112 AP881219-0225 WSJ881110-0004 WSJ881114-0041 WSJ881115-0096 AP881115-0230 WSJ881116-0164
q112 AP881219-0227 WSJ881114-0041 WSJ881115-0096 AP881115-0230 WSJ881116-0164 AP881219-0225
q112 AP890114-0135 WSJ881115-0096 AP881115-0230 WSJ881116-0164 AP881219-0225 AP881219-0227
q112 WSJ890726-0007 AP881115-0230 WSJ881116-0164 AP881219-0225 AP881219-0227 AP890114-0135
q112 WSJ890807-0083 WSJ881116-0164 AP881219-0225 AP881219-0227 AP890114-0135 WSJ890726-0007
q112 WSJ890811-0156 AP881219-0225 AP881219-0227 AP890114-0135 WSJ890726-0007 WSJ890807-0083
q112 WSJ890814-0089 AP881219-0227 AP890114-0135 WSJ890726-0007 WSJ890807-0083 WSJ890811-0156
q112 AP890816-0206 AP890114-0135 WSJ890726-0007 WSJ890807-0083 WSJ890811-0156 WSJ890814-0089
q112 WSJ890822-0044 WSJ890726-0007 WSJ890807-0083 WSJ890811-0156 WSJ890814-0089 AP890816-0206
q112 WSJ890828-0063 WSJ890807-0083 WSJ890811-0156 WSJ890814-0089 AP890816-0206 WSJ890822-0044
q112 WSJ890831-0076 WSJ890811-0156 WSJ890814-0089 AP890816-0206 WSJ890822-0044 WSJ890828-0063
q112 WSJ890905-0051 WSJ890814-0089 AP890816-0206 WSJ890822-0044 WSJ890828-0063 WSJ890831-0076
q112 WSJ890908-0143 AP890816-0206 WSJ890822-0044 WSJ890828-0063 WSJ890831-0076 WSJ890905-0051
q112 WSJ890912-0062 WSJ890822-0044 WSJ890828-0063 WSJ890831-0076 WSJ890905-0051 WSJ890908-0143
q112 WSJ890915-0058 WSJ890828-0063 WSJ890831-0076 WSJ890905-0051 WSJ890908-0143 WSJ890912-0062
q112 WSJ890915-0126 WSJ890831-0076 WSJ890905-0051 WSJ890908-0143 WSJ890912-0062 WSJ890915-0058
q112 WSJ890919-0054 WSJ890905-0051 WSJ890908-0143 WSJ890912-0062 WSJ890915-0058 WSJ890915-0126
q112 WSJ890922-0003 WSJ890908-0143 WSJ890912-0062 WSJ890915-0058 WSJ890915-0126 WSJ890919-0054
q112 WSJ890922-0046 WSJ890912-0062 WSJ890915-0058 WSJ890915-0126 WSJ890919-0054 WSJ890922-0003
q112 WSJ890927-0100 WSJ890915-0058 WSJ890915-0126 WSJ890919-0054 WSJ890922-0003 WSJ890922-0046
q112 WSJ890928-0136 WSJ890915-0126 WSJ890919-0054 WSJ890922-0003 WSJ890922-0046 WSJ890927-0100
q112 WSJ890929-0007 WSJ890919-0054 WSJ890922-0003 WSJ890922-0046 WSJ890927-0100 WSJ890928-0136
q112 WSJ890929-0036 WSJ890922-0003 WSJ890922-0046 WSJ890927-0100 WSJ890928-0136 WSJ890929-0007
q112 WSJ891003-0115 WSJ890922-0046 WSJ890927-0100 WSJ890928-0136 WSJ890929-0007 WSJ890929-0036
q112 AP891003-0232 WSJ890927-0100 WSJ890928-0136 WSJ890929-0007 WSJ890929-0036 WSJ891003-0115
q112 WSJ891005-0106 WSJ890929-0007 WSJ890929-0036 WSJ891003-0115 AP891003-0232 WSJ891004-0038
q112 WSJ891009-0134 WSJ890929-0036 WSJ891003-0115 AP891003-0232 WSJ891004-0038 WSJ891005-0106
q112 WSJ891010-0046 WSJ891003-0115 AP891003-0232 WSJ891004-0038 WSJ891005-0106 WSJ891009-0134
q112 WSJ891016-0126 AP891003-0232 WSJ891004-0038 WSJ891005-0106 WSJ891009-0134 WSJ891010-0046
q112 WSJ891017-0146 WSJ891004-0038 WSJ891005-0106 WSJ891009-0134 WSJ891010-0046 WSJ891016-0126
q112 WSJ891026-0083 WSJ891005-0106 WSJ891009-0134 WSJ891010-0046 WSJ891016-0126 WSJ891017-0146
q112 WSJ891031-0018 WSJ891009-0134 WSJ891010-0046 WSJ891016-0126 WSJ891017-0146 WSJ891026-0083
q112 WSJ891031-0108 WSJ891010-0046 WSJ891016-0126 WSJ891017-0146 WSJ891026-0083 WSJ891031-0018
q112 AP891211-0244 WSJ891016-0126 WSJ891017-0146 WSJ891026-0083 WSJ891031-0018 WSJ891031-0108
q112 AP900102-0216 WSJ891017-0146 WSJ891026-0083 WSJ891031-0018 WSJ891031-0108 AP891211-0244
q112 AP900117-0234 WSJ891026-0083 WSJ891031-0018 WSJ891031-0108 AP891211-0244 AP900102-0216
q112 AP900202-0231 WSJ891031-0018 WSJ891031-0108 AP891211-0244 AP900102-0216 AP900117-0234
q112 AP900203-0025 AP891211-0244 AP900102-0216 AP900117-0234 AP900202-0231 AP900202-0264
q112 AP900203-0170 AP900102-0216 AP900117-0234 AP900202-0231 AP900202-0264 AP900203-0025
q112 AP900207-0303 AP900202-0264 AP900203-0025 AP900203-0170 AP900203-0179 AP900205-0216
q112 AP900208-0282 AP900203-0025 AP900203-0170 AP900203-0179 AP900205-0216 AP900207-0303
q112 AP900221-0207 AP900203-0170 AP900203-0179 AP900205-0216 AP900207-0303 AP900208-0282
q112 AP900308-0286 AP900203-0179 AP900205-0216 AP900207-0303 AP900208-0282 AP900221-0207
q112 WSJ900404-0031 AP900205-0216 AP900207-0303 AP900208-0282 AP900221-0207 AP900308-0286
q112 WSJ900405-0029 AP900207-0303 AP900208-0282 AP900221-0207 AP900308-0286 WSJ900404-0031
q112 WSJ900405-0144 AP900208-0282 AP900221-0207 AP900308-0286 WSJ900404-0031 WSJ900405-0029
q112 WSJ900406-0117 AP900221-0207 AP900308-0286 WSJ900404-0031 WSJ900405-0029 WSJ900405-0144
q112 WSJ900411-0053 AP900308-0286 WSJ900404-0031 WSJ900405-0029 WSJ900405-0144 WSJ900406-0117
q112 WSJ900416-0090 WSJ900404-0031 WSJ900405-0029 WSJ900405-0144 WSJ900406-0117 WSJ900411-0053
q112 WSJ900420-0137 WSJ900405-0029 WSJ900405-0144 WSJ900406-0117 WSJ900411-0053 WSJ900416-0090
q112 AP900424-0231 WSJ900405-0144 WSJ900406-0117 WSJ900411-0053 WSJ900416-0090 WSJ900420-0137
